customer_id,email,age,gender,location,product_id,product_name,category,subcategory,price,brand,shipping_address,purchase_date,delivery_status,return_status,discount_applied,product_rating
65991f98-0bf1-4d85-857c-025c0f1516b5,kotayuvaan@gmail.com,20,Other,Sirsa,bac5b1c0-bb91-41aa-a3f9-5f056707d7e2,Optio Beauty & Personal Care,Beauty & Personal Care,Commodi,18234.5,Nivea,"H.No. 963, Varghese Street, Surat-090008",2025-02-04,Pending,Returned,21.53,4.3
2f6b2162-783f-46b2-ba80-ae22a1e2109f,darshit65@gmail.com,52,Other,North Dumdum,fc7bf7e0-cd46-41d2-a37b-9b778650396a,Deleniti Groceries,Groceries,Possimus,23112.28,Tata Sampann,"H.No. 972, Bava Chowk, Rewa-261706",2024-07-12,Delivered,Not Returned,3861.47,4.0
18f5feb8-c2ea-43db-aecd-2cc4dcb90ef8,samar86@thaker-basu.com,48,Female,Pudukkottai,0f25dffa-74e3-4f95-af9c-2e5fc825e432,Est Groceries,Groceries,Deserunt,45667.28,Tata Sampann,"83/58, Andra Marg, Jaunpur-077186",2024-02-19,Cancelled,Returned,2981.28,4.1
eb3006da-a1c3-42c7-aae4-df5e43f6cda7,fateh12@yahoo.com,33,Other,Sagar,43dda308-0b6c-4197-9ec1-0f648295467b,Nihil Home Appliances,Home Appliances,Aspernatur,43305.82,Philips,"H.No. 48, Gole Road, Jabalpur 247010",2024-12-19,Cancelled,Returned,355.59,2.1
691f8619-7103-4c2a-9d7a-d282b12abdbf,ranganathanadah@behl.biz,35,Other,Varanasi,a5fa72aa-ae02-4a32-b1dd-24a42013d59a,Quos Electronics,Electronics,Libero,45809.21,Samsung,"42/253, Ram Road, Panipat-111667",2024-06-18,Shipped,Returned,532.97,1.3
9cdcc0f8-0cc7-46d7-8fe6-08f5dca4f1f0,lganesh@thaman-devan.biz,22,Male,Rampur,97c32eb6-f9bb-4d58-93a2-9550e0d8c962,Repudiandae Footwear,Footwear,Exercitationem,21425.41,Bata,"48/95, Bora Street, Navi Mumbai-951417",2024-03-17,Pending,Returned,2512.2,1.3
ce8297f6-7844-40d9-aefc-991c3fa02e1d,arnavshetty@gola-hari.com,18,Female,Madurai,edb9f7e4-769e-49ae-9383-bcfb6923e356,Nam Footwear,Footwear,Quae,45334.02,Bata,"H.No. 777, Saxena, Nagaon-814540",2024-03-12,Shipped,Not Returned,2401.88,4.5
89ae12c8-d59d-4610-90e8-afe682e3f069,kibediya@yahoo.com,56,Female,Chennai,902c70c2-479e-488c-b8e9-dc462ea0e450,Est Home Appliances,Home Appliances,Repudiandae,48016.82,Samsung,"58/534, Dhaliwal Circle, Hubli–Dharwad-753898",2024-11-19,Shipped,Not Returned,214.08,1.5
4b6de6df-507d-482a-8fb0-d09b4469f1aa,chackokiaan@yahoo.com,49,Female,Vasai-Virar,4dc5d688-6fda-4bfc-8d3d-53b52d398607,A Groceries,Groceries,Ut,28864.73,Aashirvaad,"H.No. 708, Zacharia Circle, Vasai-Virar-923292",2024-10-13,Pending,Not Returned,3243.46,3.8
c341496a-2449-4e1f-b8ae-a638d662da12,urvimangal@hotmail.com,28,Female,Bhalswa Jahangir Pur,47c225e4-796b-487b-aec1-e8e17b663b9c,Blanditiis Electronics,Electronics,Adipisci,3165.43,OnePlus,"92, Subramanian Ganj, Haridwar-198055",2024-04-02,Shipped,Returned,1651.18,2.1
ccd07c6b-0558-4400-a914-8c02a94c2660,hridaanwali@yahoo.com,59,Other,Coimbatore,57ccafbc-1821-4352-a142-a5b3f51ca240,Cumque Groceries,Groceries,Impedit,12182.15,Nestle,"H.No. 04, Sood Path, Bangalore 220820",2025-02-14,Shipped,Not Returned,4824.41,1.3
020e68ac-2c6f-4558-b661-e54f016e6302,indransmanda@kar.biz,47,Other,Jorhat,9e25c831-bb77-4700-a0f2-468811ea28de,Esse Electronics,Electronics,Nobis,24555.32,OnePlus,"322, Khalsa Zila, Narasaraopet-428725",2024-12-17,Cancelled,Returned,1123.27,3.3
e3ce18b1-2803-4914-9930-d78a9c7d39eb,raniabandi@upadhyay.com,59,Other,Serampore,071d75fd-6f9d-49e6-b2f7-08b5b1442c47,Inventore Footwear,Footwear,Laboriosam,33350.16,Reebok,"H.No. 29, Char Marg, Ahmedabad 568620",2024-02-18,Shipped,Returned,2244.08,4.9
83f5fa0f-6615-4c5d-a042-eafa66de3196,mamooty73@ramakrishnan.info,32,Female,Medininagar,e7d31433-deaf-4c74-8dd2-4db8cef977cf,Nostrum Groceries,Groceries,Vitae,22471.84,Amul,"97/10, Chand Street, Mango 659445",2024-10-31,Delivered,Returned,3263.29,1.0
1c634e62-4b59-4d1e-9f4d-0263999a9443,keya83@gola-rama.com,34,Other,Serampore,546f40c5-d277-4ead-88db-fd1a2f45219a,Repellendus Groceries,Groceries,Adipisci,28709.56,Aashirvaad,"38/543, Shan, Aizawl-641447",2024-11-24,Pending,Returned,4470.33,1.6
05c3fb9f-9187-43bb-b3b2-152856b5cf56,jayesh35@mall-sane.net,30,Other,Berhampore,0bb9d07c-9b75-4a9f-b535-ca30284d6cfa,Veniam Electronics,Electronics,Incidunt,18721.35,Samsung,"H.No. 070, Koshy, Danapur 073267",2024-12-18,Delivered,Not Returned,2901.01,4.3
a8aa8e94-1eb2-4cca-92ca-024d2d3b98e2,kashvi79@gmail.com,42,Female,Gaya,40f741d6-ff4d-45bc-af7e-74aa70a8f12f,Vitae Beauty & Personal Care,Beauty & Personal Care,Enim,49758.0,Himalaya,"444, Sawhney Ganj, Indore-309754",2024-08-23,Cancelled,Not Returned,1304.65,3.2
22f15741-64a6-4099-83d6-ee3c18524c52,ehsaandhaliwal@agarwal.com,27,Other,Jalna,072a6c98-f927-483a-8566-dd0b7297db3e,Suscipit Footwear,Footwear,Fugiat,32003.14,Adidas,"46/34, Bains, Anand-188461",2024-11-18,Shipped,Not Returned,4136.95,4.1
2de3bcfc-facf-43c2-890d-a433627d9b31,qiyer@roy.com,52,Other,Jaunpur,6a619ce3-a9a0-4340-8b67-6b8000dd0473,Reiciendis Footwear,Footwear,Ex,25404.99,Bata,"19/603, Jha Marg, Sambalpur 625028",2024-03-25,Pending,Returned,1334.18,2.8
937b8ef5-889b-4c6a-bb73-a1c20bb93280,ranganathanazad@hotmail.com,42,Female,Singrauli,1da9fbb3-57cb-47a3-901f-2a481475bfac,Laudantium Groceries,Groceries,Quasi,25138.63,Tata Sampann,"85, Sagar Ganj, Bilaspur-942476",2024-10-27,Delivered,Not Returned,3689.73,4.3
548151cd-0b66-40d6-8d1b-3b7fa43ce98f,sarafjivika@yahoo.com,32,Female,Salem,2a0ce0ad-0828-40d1-93a9-232703e48bc7,Inventore Electronics,Electronics,Voluptatibus,38206.84,Realme,"H.No. 28, Saha, Dhanbad-328783",2024-07-15,Pending,Not Returned,4020.4,1.5
511567b7-161f-401d-8c7c-6010288cba66,ivankarnik@yahoo.com,40,Other,Dindigul,b331c27e-9335-4ab3-8f70-9809f35bad88,Nobis Footwear,Footwear,Ut,5736.93,Reebok,"02/154, Warrior Path, Kakinada-208981",2024-08-03,Pending,Not Returned,1944.51,3.2
54abe261-8c64-45b3-b2c0-507cfcea2bba,himmatgrewal@hotmail.com,18,Male,Bettiah,5f5679bc-218d-4306-b9ef-f61111baa243,Libero Footwear,Footwear,Explicabo,26423.62,Adidas,"43, Varughese, Lucknow 479815",2024-08-18,Shipped,Returned,1136.37,1.2
5063b8cb-c560-4762-b04c-6a004fbc9c8c,singhindranil@samra.com,55,Other,Bhilai,1d7acb3d-a1ad-474f-85fd-22b80b41889d,Ipsum Home Appliances,Home Appliances,Iure,40872.67,LG,"37/103, Sehgal Path, Hyderabad-976002",2024-02-20,Cancelled,Not Returned,3678.72,2.4
4d952a9a-4867-4ca8-83c0-e386205cc968,taimursawhney@date-khurana.com,23,Female,Hyderabad,6e66eb7f-69cd-4016-96c5-1ee5aed68a54,Distinctio Groceries,Groceries,Dignissimos,13989.26,Amul,"H.No. 939, Kuruvilla Ganj, Sasaram-739049",2024-05-22,Pending,Not Returned,2034.45,3.3
6780ff08-6cc6-4e0c-a82e-be3d8f869efb,hunarranganathan@yahoo.com,43,Other,Suryapet,7e3ca6bc-2e56-4c7f-b19c-428d8ae0b2d8,Rem Groceries,Groceries,Tenetur,14795.48,Nestle,"H.No. 48, Dash Circle, Bhopal 141981",2024-10-16,Pending,Returned,3130.8,5.0
5ecf6cd0-ee45-496c-a901-4ea1a4acf9ff,ivanagola@shetty.com,36,Other,Tiruppur,377256cf-03a3-47fa-8620-ef989a3f9190,Illum Beauty & Personal Care,Beauty & Personal Care,Architecto,13378.34,Himalaya,"H.No. 134, Kohli Zila, Dehradun 496576",2024-08-14,Pending,Not Returned,4715.03,3.6
b5837feb-c19f-4a3a-9139-d96a37bf480e,shloksalvi@dhawan.info,48,Female,Bongaigaon,3fa73326-dc0e-44e1-bc7a-7f12347a4a74,Voluptas Electronics,Electronics,Sed,40341.21,Samsung,"13, Kala Street, Medininagar-708278",2024-05-08,Cancelled,Not Returned,1645.83,2.0
18192d78-ffe2-462e-a758-d24d4f9697aa,annejayesh@gmail.com,51,Other,Kadapa,8051c08c-fe91-4344-9107-f5d78023e03d,Rerum Apparel,Apparel,Ipsam,26214.47,Raymond,"11/61, Randhawa Chowk, Jabalpur-073535",2024-05-03,Delivered,Returned,1247.51,4.7
be61ccfc-f35b-4cfc-88e3-1eca2be87cb8,kismat59@kant.net,48,Male,Aligarh,65d68a69-dd5d-421b-9f1c-cc825f43f4d5,Eos Home Appliances,Home Appliances,Impedit,41793.33,Voltas,"59, Thakur Street, Tinsukia 230108",2024-11-12,Cancelled,Returned,622.55,3.9
03f188a4-83c9-4ca1-be7e-49b7ed0d89b2,bhandaripurab@hotmail.com,47,Other,Alwar,1f61c715-193e-4787-936e-78fdaf203332,Laudantium Electronics,Electronics,Architecto,44940.19,Realme,"H.No. 57, Sekhon Chowk, Miryalaguda-478092",2025-01-31,Delivered,Not Returned,4996.15,2.1
b3c49f3e-f00f-4c94-b031-1b29d8626082,vardaniyadugar@din.biz,47,Other,Deoghar,e86c2fb9-a740-4853-98d0-6c3d5693816e,Hic Electronics,Electronics,Deserunt,34625.64,Apple,"51/01, Sha Circle, Suryapet-129369",2024-10-27,Shipped,Not Returned,1627.91,1.6
396460f8-c6cb-4b15-a452-4f84945c3b41,shayakdhawan@solanki.com,45,Other,Ghaziabad,103450ae-b887-4308-ab91-0a6f1f301edf,Voluptatem Home Appliances,Home Appliances,Commodi,39563.88,LG,"H.No. 231, Barad Circle, Kadapa 463329",2024-09-28,Delivered,Returned,4108.31,2.3
fcdfb515-a31a-4bee-8ea6-3378b752a819,rattajhanvi@lata.com,51,Male,Navi Mumbai,3fc53e27-48d4-461d-b362-1e90d9334c10,In Groceries,Groceries,Nostrum,44057.08,Amul,"023, Dara Circle, Adoni 478235",2025-01-18,Shipped,Not Returned,182.54,4.5
9df2fdf4-9e0a-4775-aafb-7dffe0abf522,gourritvik@bahri.com,55,Male,Hindupur,0cbeec71-7105-47a7-b3c1-87afdd069750,Earum Beauty & Personal Care,Beauty & Personal Care,Minima,38201.96,Patanjali,"759, Ghose Marg, Ludhiana 289762",2024-07-05,Shipped,Returned,2793.45,4.7
62cc5241-1acd-45b3-bc77-100a7ff8f322,vardaniyabanik@gmail.com,57,Male,Chennai,b2ff7a18-c6b1-49c3-91d6-c1efba285eaf,Tempora Footwear,Footwear,Neque,38085.61,Reebok,"30/195, Kapur Path, Nadiad 017014",2024-05-22,Delivered,Not Returned,882.59,3.8
15375911-be6b-41c8-9566-47b331d21062,mandalmamooty@subramanian.com,26,Female,Kottayam,525dcfb8-1a8b-49a1-916b-d344bedee721,Debitis Beauty & Personal Care,Beauty & Personal Care,Cupiditate,28217.33,Nivea,"68, Sabharwal Circle, Ulhasnagar 135825",2025-02-06,Pending,Returned,4446.49,3.7
5c8256b8-38b4-4e1c-a4cc-013e0d2e3307,chadveer@hotmail.com,37,Female,Dibrugarh,411c105a-8af9-4d6b-9608-0cf88a6d8c1d,Earum Home Appliances,Home Appliances,Sed,18373.85,Samsung,"14, Kibe Chowk, Indore-213551",2024-06-12,Delivered,Returned,83.54,2.3
602458b4-dca7-426d-a75f-a0cd5addafe5,ykeer@karan-kurian.com,36,Female,Ichalkaranji,05b7d94f-8143-44fe-954f-c837897afb87,Corrupti Home Appliances,Home Appliances,Neque,45006.59,Voltas,"83/646, Aurora Circle, Nandyal 587305",2024-10-14,Shipped,Not Returned,883.57,1.2
b633a63e-0309-4870-98cf-73888ec3b9f1,ivan46@karpe-chahal.info,51,Other,Ambattur,512af0d3-a6e9-42b8-9eec-97d470b091f6,Voluptatem Beauty & Personal Care,Beauty & Personal Care,Magnam,11893.39,Patanjali,"83/838, Wason Zila, Shimla 462112",2025-02-10,Delivered,Not Returned,2174.35,1.7
